reviews,labels
Milan to Lisbon and back. Did several times. Overall a fairly good experience. Always on time. Professional cabin crew although never smiling. Onboard service adapted to the duration of the flight and better than other flag carriers on European routes. Will fly TAP again without hesitation when going to Portugal.,1
Travelled Liverpool to Larnaca flights both ways arrived early. Seating and legroom very comfortable. Cabin crew excellent especially the crew on the return journey. Would never hesitate to travel EasyJet.,1
Flew from Copenhagen to Mumbai - a very pleasant experience. Aircraft was modern and clean with good leg room. Food was nice and staff very helpful. We had the same experience on our return except that we then were given seats in business class from Mumbai to Bahrain. Next time I will not hesitate using Gulf Air.,1
I have had more then one bad experience with United Airlines. Used United to fly at least 10 times in the last 10 months and almost 8 of those times something has gone wrong - cancelled flights ridiculous charges for flight changes if necessary recently my boyfriend couldn't make his first flight so United was going to cancel his round trip ticket home which meant he had to buy new flights. These are just a few examples.,0
What to say? The earlier flight to Kabul was canceled due to sandstorms but we only knew after they call us all for boarding only 3 minutes later when in the queue we were told to sit back as there were delays. Only persons chasing the staff found out about the cancellation and then in order to leave the airport they took all 120 passports and disappeared for 4 hours while the visa was cancelled with no further information to passengers. The poor information along with the staff hiding behind a cop who was the one giving the answers yelling at us and almost arresting a couple passengers that were complaining (In Dubai foreigners don't have the right to protest or demonstrate) proved they take advantage of it in order to skip passenger's complaints. Once in the aircraft next day the plane turns into a bazaar. Everything is to pay for including inflight entertainment. You can pay to have something else than the news scroll such as some TV series and pay more to access the movies. The plane was clean the seats very unconfortable.,0
"Non-existent customer service. Recently flew JAN-DFW-ELP. Delayed and missed connection in DFW due to weather. Had to overnight. No help whatsoever from AA because of ""weather"". No vouchers no distressed travel rates no phone number to call for booking my own hotel and had to walk 20 gates for hilariously cheap toiletries kit that was given grudgingly. Surly agents throughout. Truly an example of the worst in airline culture. To top it all off was unable to be booked on next morning flight and missed work. Agent could only put me on a later flight. Said I was put on FC upgrade list however. The next day when I was told I was upgraded they wanted $70 for the 1 hr flight. Agent said ""well it's not free"". I am AAdvantage Gold which is meaningless. Now a hostage to them with my new location but will take United or Southwest whenever possible in the future. People understand weather issues but the total lack of even the most basic customer service and rude behavior/attitudes is appalling about this ""airline"". Previously flown with Delta extensively and they always handled weather delays and misconnections in ATL professionally and courteously. So it can be done AA just doesn't care.",0
LCY-MAN-LCY Booking well in advance saved considerable time and money over the equivalent train journey. Cabin crew were pleasant but I do wonder why on such a short flight it's necessary to offer food albeit just a sandwich - I'd rather pay less on the ticket price. On the return journey the ground staff at MAN were extremely helpful to let me switch without charge to an earlier flight. Overall I found VLM efficient and helpful and would certainly use them again. After all flying in a Fokker 50 puddlejumper was actually fun!,0
We booked a trip to Cuba. We liked the fact they offered earlier flights going to Cuba and coming back. 3 times that week we had seen people stranded at the resort because of flight delays. Reason they said was mechanical delays. We didn't think anything until it was our turn to leave the bus did not show up at the correct time to pick us up. When we checked out they phoned to find out where the bus was told our flight was delayed until 11pm putting us in Toronto at 3.30 am in the morning. We were told mechanical problems again. When we get on the plane the pilot proceeds to tell us another story of why we were delayed. Personally I would avoid this airline.,0
"MH19 AMS-KUL 27/03. MH141 KUL-SYD 28/03. MH122 SYD-KUL 10/04. MH16 KUL-AMS 10/04. AMS-KUL-SYD-KUL-AMS in Y. One word: dreadful. Persistent delays on 3/4 sectors. Service onboard is below standard. Toilet supplies are never replenished on any sector. Complaints get a standard ""don't care"" response. Poor communication from baggage handling staff. Delayed luggage process is an utter shambles. In-flight entertainment has limited options. On the first leg the attendant left hot chilli pretzels for my two young children giggled and walked off. I went to change the packs for a different flavour and was rudely told that it's only one per passenger. On the second leg to SYD the attendant brought my children's food out. The attendant confirmed that these were child meals - when I opened it I found it was a spicy dish. I brought this to the attendants attention and asked if they could fetch the child meal that we requested. He stormed over to the people behind us snatched the food from in front of the children and dumped the food in front of my kids telling the people behind me in a very loud voice that I changed my mind. The return service was very similar. Departure out of KL was delayed an hour. If you need the toilet best to go in the early part of the flight as the toilet supplies are never replenished on all four sectors. Arrived in Sydney and with the delay in AMS meant my luggage was left in KUL. My luggage arrived the next evening. The air fares on MH are not the most competitive. If you can go with a competing airline for a similar price or slightly more go with that option rather than MH.",0
Shocking customer service only channel for any complaint is the customer helpline which they charge you to call! - after 1/2 hr the line just cuts off. Still trying to contact German wings for a refund of my flight which was cancelled due to German industrial action. I'm a regular traveller on Stansted to Stuttgart route and since the strike 7 out of the last 8 flights have been delayed by 1/2hr or more. If there was another flight operator on this route I'd be choosing them instead but I'm stuck with poor service and inefficiency on Germanwings.,0
Flew on SYD-DEL sector last month. Food is really good specially if you love Indian food. Entertainment system is good with lot of Bollywood options English selections are though few. Seats were wide and comfortable but a bit hard for 13 hour journey. Staff is courteous and listens to you unlike some Chinese airlines where it was a nightmare to make them understand what you needed. Arrival and departure time are perfect if you live in Delhi and Sydney.,1
We returned from Munich yesterday after the worse flight we have ever had we booked seats with extra legroom as my husband has sciatica and needs extra room as soon as we entered the plane we were told that we would be putting the plane at risk by sitting in our booked seats. When we complained we were treated in a very arrogant and rude manner by the cabin crew who seemed to think our plight was very amusing. There was no apology and no alternative seats offered. The plane was also old and scruffy. This was our first and last flight with easyjet.,0
Newcastle to Palma on new 737's which were clean comfortable with plenty of room as we were sitting in the new extra leg room seats (3 rows at the front) and crews were friendly (unlike some reports below). On time but map display only shown on outbound (same as last year do they not work the other way?). My grudge though is you are sold a dream holiday with Thomson (differentiated product) for which you pay a fortune but in turn you get to fly with an airline that just isn't very special. Britannia and Air 2000 which were the best holiday airlines made you feel like you were going on holiday but have been transformed into a poor version of a low cost airline. If I wanted to fly on easyjet I would and I'd know what to expect. The flight used to mark the start of your holiday and include meal cup of tea etc now its just nothing special and you're asked to part with money every time you see the crew (including scratch cards sales and charity collection not just food and drink).,0
Sydney-Denpasar return Business class. Was glad it was only a 6 hour flight each way. The cabin crew tried hard but it seems to lack the refinement of other airlines. Crew really helpful. Seats comfortable. Avoid window seats because once the row in front reclines it's a big effort to get out. Food and wine okay. Entertainment limited with personal sets. I guess you get what you pay for. For the short trip it was worth it.,1
Flew with Ryanair in September been traveling with them twice a year to Crete from LBA never had a problem and always been on time - sometimes early. The foods not all that good and the seating a bit cramped but its a budget airline. We always book our seats and get priority boarding and this time fast track for a couple of quid. For all the extras we book it still works out very very cheap compared to all other airlines. It seams a bit of a rush at times but what do you want? I want to get on get there get off and start my holiday.,1
Aircraft was clean and inflight team efficient and friendly. I recognise this airline offers stripped down fares and charges for luggage and seats etc normally provided free by other carriers. In view of this it is essential to get the management of providing these extras under control and that is not what I found. Having reserved a seat online and booking priority check-in at the airport my booking was not on the system and the seat not available. On the return no priority check-in available so I queued. The worst thing was that my complaint was badly handled and I was pointed to the small print in the Conditions of Carriage saying seat reservations don't definitely reserve you a seat and Priority Check-in is not refundable. Travelling is difficult enough without this type of response from carriers. Such a pity.,0
Sydney to Denpasar Executive class. Quick check in we had plenty of luggage as we were flying with our 10 month son did have to ask for the priority passport control cards for return leg. Qantas business lounge was half full so plenty of seating. Seat 1A/B welcome drinks and travel packs handed out wife happy with L'Occitane lip balm inflight service was pretty good. Food was good our flight attendant wasn't the friendliest but she was very professional. Cabin had plenty of kids in it all well behaved. In flight visa service is excellent made up time in the air and arrived on time our luggage was out first and the whole process from landing to taxi was done in around 35mins. Well priced package for business class would fly again.,1
LHR-PHL on a 787 Dreamliner seat 3K. I recommend seats 3K 3A 7A and 7K as you get aisle access and no other passengers have to climb over your feet when they leave their seat. The seat does feel a little claustrophobic compared to the upper deck of the 747 but it's very comfortable. The service was outstanding provided by an all male crew. The food quality has improved and so has the menu choices. The entertainment system is excellent as it's the Thales version on the 787 so the screens are bigger and the picture quality is better. The aircraft is also very quiet and the windows are a gimmick as you dim the windows rather than using the conventional blind.,1
"Flew from Belfast to Gatwick, the plane was oldish and not very comfortable, I felt really squashed where I was sitting. Plane took off on time and arrived a few minutes early on the other side, so no complaints there. Boarding was relatively quick and the cabin crew were personable, one passenger complained of being ill during the flight and was attended to with care and attention. A hassle free trip but they do need more space between seats on their planes, this is a national airline, not a budget one.",1
"LHR to Hong Kong and then onto Australia. The flight from LHR to Hong Kong was one of the worst I have experienced. During the flight it was very cold and several people were sitting with top coats on. I asked a flight attendant if the heating was working and the reply was ""it will warm up once we get going"". After 6 hours it was still freezing. It took ages for the food to be served and there seemed to be a lack of staff. If like me your over 6ft the seating is very tight. On our return from Australia there was no change. Sitting at the back it was a case of take it or go hungry as the food on the menu had run out. It was still cold and the paper thin blankets given out were a waste of time. I was told this was a good company to fly with I can confirm its one of the worst!",0
"My wife and I took United for our honeymoon to Hawaii. United fails to inform you that you need to download their app in advance to enjoy any sort of entertainment inflight. You could pay $10+ an hour to use their wifi but to use any other of their ""free"" service you must download the app in advance. For those who do not or do not have a compatible device bring your own entertainment. Upon calling to check in on our return we learned the flight had been cancelled. While they had my email address on file the only notification came through a text message. However this text didn't inform us of anything but merely asked us to ""text yes"" to the text to receive subsequent messages. Assuming this was just another airline phishing attempt I ignored the message. While they knew I was not aware of the change no call attempt or email attempt was made. Overall I satisfied.",0
Everything was good! Take off on time free lunch and free glass of wine and the crew were kind! Same thing for the return journey! It was a 4 hr flight and everything was good. Low cost vacation so I am eager to book my next trip with Sunwing!,1
Just last week flew on Monarch from Gatwick to Sharm. Second time in two years flown with Monarch and generally impressed with standard. On return trip I would say the crew were a little too social sharing conversation with colleagues a bit too openly and snacking drinking during services before flight etc. On the whole would fly again unless a legacy carrier were to open up a route. Would guarantee my custom if they were to offer a wider seat or separate cabin for a premium.,1
LHR to Brisbane return. A great experience at a very good price. The food wine and service were excellent. The seats were very comfortable. Although they can't be made fully flat we had plenty of sleep. You can adjust them easily to get a comfortable position. I agree with other reviewers about the AA lounge at Heathrow Terminal 3 although the staff were not surly as had been suggested. EVA lounges at BKK and Taipei are good as is the Qantas lounge at Brisbane.,1
From Manchester to Barbados 8/914 - 15/914 in Premium Economy. Seated downstairs on outbound - upstairs inbound which was a nicer atmosphere. Don't like the fact that Virgin have filled most of upper deck with economy seating. Crew all friendly and drinks service good. Didn't get my vegetarian meal and eventually got one on a tray from economy with no bread and plastic cutlery. Not good for premium standards. Entertainment system worked ok and film choice was good. Used to always fly BA to Barbados but last few times been with Virgin as it's the most convenient from Manchester.,1
STO-HEL on March 7th. Was on codeshare with Blue1. Crisp clean Boeing 717 with nice cream white leather seating. Short flight with pleasant staff and a clean and quiet cabin. Generous legroom. Would definitely recommend.,1
JFK-SYD via LAX. Following my review SYD-DFW I cannot believe Qantas sends an old 747 to New York. Its a 20 hour flight from JFK to SYD via LAX. The seats are like timber and are surprisingly narrow the leg room is minimal entertainment system is terrible and very small screen though food was fine I couldn't wait to get off that flight. Next time I'm flying from JFK I'll just connect to Dallas and fly with Qantas from there Qantas should be ashamed they send such an old 747 to JFK. Why is there no A380 or 747 similar to the Dallas flight.,0
Santiago to Easter Island return two long flights and both very good. We had excellent service from attentive pleasant staff and a varied inflight entertainment system that was better than what many airlines have in Business Class.,1
I've just returned from my first Jet2 package holiday. Unlike most packages we weren't pestered with holiday reps trying to sell trips. My only complaint was that when we got to the airport we were sent to the coach - we hurried in case we were keeping them waiting as my bag had been the last off the carousel. We sat on the bus for 40 minutes. When we were eventually about to set off to the hotels I asked the rep what the hold up had been. She said we'd been waiting for another flight to come in! I wouldn't have minded if she'd told us we'd be waiting all that time but just to leave people sat around is not acceptable.,1
We were quite disappointed by our first experience of Kenya Airways on our recent trip from London to Nairobi - my husband's TV wasn't working and although we asked for help that was simply ignored. The staff looked bored and were not very attentive. You had to be quick to say that you wanted coffee/tea as you only had one chance much too early during dinner. The food wasn't great but edible. I was also annoyed by the fact that they didn't encourage other passengers to put their seats forward when food was served - that meant we had even less space whilst having our breakfast. The flight back was not quite as bad but still I felt the staff could have made more of an effort (occasional smile would be nice). The thing I would really like to criticise was the boarding procedure at Nairobi airport - we were asked to board 1.5 hours before departure which meant that we were squeezed into a tiny departure lounge for that length of time - the boarding was a mess with the announcements and ground staff contradicting each other - despite the early 'boarding time' we still managed to leave late.,0
Antalya to Frankfurt Boeing 757 code share flight with Turkish airlines. The interior of the 757 was clean and looked new with seats that proved to be confortable and good legroom. Safety announcements on screen that did not work too well (several interruptions in demonstrations). Inflight service consisted of a free small snack with hot and cold drinks and a movie was projected on overhead screens although no earphones were distributed. Part of the crew was very nice and the rest did not seem to care trying to distribute meals as quickly as possible to rest in the galley.,0
Travelled Gatwick to Montego Bay on a 747. Very disappointed with the quality of the premium economy cabin. The plane was clearly passed its 'sell by' date. It looked tired and old with an entertainment system that was difficult to see. On the outward leg the magazine rack was broken and although an engineer tried to solve the problem it was not usable and flapped about throughout the flight. On the return journey the arm rest containing the table was broken and separated from the chair. The stewardess was unable to get help and in the end used sticky tape to hold the arm rest in place. She was going to take the arm rest away and replace with a towel but our comments about basic safety and the need to make it safe led to the makeshift solution. Then there is the food which is probably the worst I have had flying premium economy. Is this a case of an airline flying a route with little competition and therefore setting the lowest possible tolerable standard? An old tired plane with average and below average service.,0
Flew last month Sao Paulo - Istanbul - Sharm el Sheikh - Cairo - Istanbul - Paris. All flights were on time. Staff and food very good. Maybe there is a lack of knowledge about the wines. Concerning the seats it depends on the aircraft. On the segment Sao Paulo - Istanbul it was an A340 with lie flat business seat which is not perfect for a 13 hours flight. The A319 between Istanbul and Sharm was like all European business class seats that means seats the same as in economy just a curtain between coach and business. Cairo - Istanbul A321 great seats 2X2 very comfortable for a 2 hours flight and the best seat was on the A330 between Istanbul and Paris. Full flat seat. A lot of room. Food was very good on all flights. A very good airline.,1
QF702 25th July 2014 from Melbourne to Cairns. The service from the cabin crew to ground staff was outstanding. Meal served was excellent - hot and delivered with a smile from very present young crew member. It's just a pity the airline does not advertise the quality they offer in comparison to their competitors. This is a first class airline that should be supported by all Australian travellers. We will only fly Qantas in future.,1
4U3375 22/2/14. STN-HAJ. Low cost low service. But all in all good flight. Plane was half empty had 2 rows to myself. Seats were uncomfortable. Same as Lufthansa has. After an hour my back hurt.,1
STR-HAM one way. Very pleasant flight no lines at check-in on time nice cabin crew one round of drinks with choice of cookies or crackers 737-700 clean and well prepared. Pitch between seats could be one or two inches more. Cheap fare since we booked 4 months in advance. Overall: very good!,1
"SV720 DMM-ISB March 18. Travelling with aged father and so I tried to get business seats. Business class does not exist! The seats in Economy class are fine if your height does not exceed 5 feet. If you are 5'11"" like me you will be in extreme pain.",1
Great flight. Midnight departure caters for people like me wanting to go to sleep ASAP after takeoff. Seat liner on the seat while I changed. Slept for 7 hours. Entertainment system and food were excellent. The crew were the ones who made the flight so good.,1
LHR-DFW return on 777-300ER. I booked this route especially to take this newer plane for the inflight entertainment which did not disappoint. I found the crew okay and some even smiled! What I disliked about AA was the exorbitant prices they charge for pre-allocated seats which was a necessity in order to seat a family of 4 together. The food was mostly below average but having read reviews I wasn't surprised. I don't like the way they have chosen to add another seat to each row in economy. So instead of 9 abreast they have made it 10. This makes the aisle ridiculously narrow and I don't see how hundreds of people would be able to escape in an emergency so I'm surprised the FAA permits this higher density seating. Legroom was tight for anyone of above average height. I also found it strange how the seat belt sign was illuminated for virtually the whole flight - in both directions - and there are hardly any announcements from the flight deck even when turbulence is quite choppy. I chose AA for the equipment they use on this route but I would think twice about booking them again due to the hidden costs that aren't factored into the ticket price.,0
BKK-USM-BKK. A bit upset at the beginning as I arrive early and request a flight change denied by ground staff though I overheard that the flight is not full but that is understandable. Their recently renovated Boutique lounge (economy class lounge) at BKK airport is nice plenty of comfortable seats nice snacks and good Wifi connection for my long wait. Both flights were fine on refurbished A319 with shiny new cushion seat covered hot light supper/ tasty snack is served by nice attendant. Minus point is punctuality both flight delayed 20 and 30 minutes respectively.,1
Have flown Glasgow to Malaga and Lanzarote in the last 6 months. All 4 flights were a delight. Very quick check-in and friendly staff. Good legroom and comfortable seats. Planes clean and well ventilated. Food and drink reasonably priced. Price and flight times good. If possible will use Jet2 again rather than a certain other low price airline. Other good point is the 22Kg baggage allowance.,1
EY 285 Aug 29th. EY 131 Aug 30th. Flew IAD-AUH-BLR round trip in Economy. 3 out of the 4 segments were delayed two were delayed for more than an hour. Had air conditioner issues for nearly 30 minutes on IAD-AUH segment. No reasoning for delays no proper announcements. No liquids service before the meals IFE is just ok. AUH doesn't have great transit facilities either overall would refer this airline only if the fares are way below the other carriers.,0
DAM-BAH-KUL. Departure from Damascus on E170 - first time for me on Embraer aircraft and was surprised at the leg room and comfort for Y class. They upgraded me to J Class on the short flight. Arrived Bahrain and given a complimentary stay at the Golden Tulip. Just after midnight transferred back to the airport for 2am flight to Kuala Lumpur. The flight ended up to be 95% full and it was extremely painful to sit on the hard Y seats of their A330-200. Service and meal great. I just wonder why the 2nd meal service for all flight ex-Bahrain is much more appetizing as compared to those flight bound for Bahrain?,1
Flew Mexico - Panama and back in Economy Class. Travelled with an infant and requested a front row seat. Request was denied. Online check-in was not permitted for passengers travelling with infants. At Airport check-in staff were slow and after several minutes they suggested my wife and I sit on different seats. When I strongly protested with the suggestion they reassigned us so we were seated together. In flight service was poor and comparable to budget airline standards. Food was cold and not fit for consumption the only thing was the metal cutlery which is rare these days. Flight attendants were cold and not open to requests. On the return flight I called Copa Panama to request a front row seat I was told it was assigned when I got to the airport I was told there was no request made and no seat assigned. Inflight entertainment on the way into Panama was not functioning. Overall a bad experience.,0
MAN-KEF-MAN Economy B757. Seat pitch reasonable and surprisingly good IFE for short haul sector. FA's pleasant and service was polite and efficient with complimentary soft and hot drinks. Checked in online ex UK with easy seat selection. Return leg not quite as problem free - inbound aircraft went tech in Toronto so offered slightly earlier flight to LHR and then onward to MAN with BA. Despite having to change terminals at LHR and transiting T5 baggage still made it to MAN.,1
3rd June with return 13 of June Stockholm-Barcelona-Stockholm. The seat comfort is so poor that a tall man as I doesn't have enough space for the legs. It's really terrible to fly a couple of hours with Vueling. Some of the staff are also unfriendly but mostly they are helpful and nice.,0
DME-VCE. Service was much better than I expected it to be. Flight took off on time despite snowfall and bad weather crew were friendly 2 drink services and 1 meal service for a 3 hour flight. Meal was delicious. Airplane is clean but lacks IFE. Pillows and blankets are provided. Towels and sweets given before departure. Overall a very good experience with Transaero Airlines and definitely will recommend this airline.,1
Honolulu to Auckland - very cramped seating - we are both tall - bit annoyed that there were empty rows with one person there yet others were cramped. Felt like a wreck when we landed after a brilliant holiday. Air New Zealand used to be a really good airline now it feels cheap. Next time I will choose a different airline. Food was awful entertainment poor.,0
TLV-BKK Economy Plus. Flight on a very old B767-300 4X-EAR. Good leg room in economy plus. Got an amenity kit. However no entertainment only a big screen. Slept much of the flight. One hour after takeoff served food but didn't eat. After that crew disappeared. They came back only in the end to serve breakfast which was a good omelette and a cake. Nice overall. Would not fly with them on this route unless they change the plane.,0
I took the Manila to Hong Kong route on 19 May 2015 and return leg on 21 May 2015. This flight is a 90 minute flight per leg. The first leg was delayed by 40 mins while the second leg was delayed by 3 hours. Service is normal. Overall I'd give it a fail for the kind of delay I faced.,0
BRU-DNK and back trough Kiev. Flights were without problems and no delays. Only thing I can say is the meal is only a sandwich and very small hot meal. Transfer in Terminal F took 1.5 hours on the journey back with a lack of organisation. Not sure this was the fault of UIA or Borispol Airport Kiev.,1
Flew from Dhaka to London in October with new Boeing 777 on business class. To be honest wasn't that bad but they do need to look after their Business class passengers a bit more. Plane was new and entertainment was alright most movies are outdated by least by 6+ months. Foods were okay just to fill you up I found Qatar Economy food even better then Biman Business class. A lot of leg room only thing I hated was when the announcement was made for economy class not to do this and that it was broadcast throughout the plane. Overall I will fly again.,1
Flying from HCM to DaNang on 19th April 2014 and then returning on 24th. Both sectors were late the last by an hour on the first I had no tray table it was gone and as for contact in HCM on another matter I was given 5 different phone numbers all of which passed me on to another.,0
Brussels-Helsinki-Tokyo (Narita) return. I fly frequently and this is absolutely one of the better airlines. Very friendly and attentive crew food was ok new plane for the long trip from HEL-NAR. I'd choose Finnair again.,1
NZ443 Auckland to Wellington on 18 April 2014. The seating on this flight was comfortable enough but the connection from an international to a domestic flight at Auckland airport really needs to be improved (though this is obviously not the fault of Air New Zealand). The flight itself however was delayed and no calls were made about the delay until 40 minutes after the scheduled departure time. Better communication is needed.,1
"Brussels - Djerba. This flight used quite a well-used and tired 737. The legroom was the smallest I experienced - even my seat neighbor less than 175 cm tall was cramped with his knees by the next seat. Beverages and food only for cash seat reservation also only if you pay 3 Euros. They changed the flight plan also shortly before travel - added one extra stop in MIR and 90 extra minutes of flight time. Bugger. For this kind of low-cost service the flight itself is not cheap enough. Better pay a few euros more and fly Tunisair or Air Berlin - also not great airlines but with better comfort and subjective safety ""feel"" to it.",0
The flight was delayed 3 hours 15 minutes and we only found this out when we were waiting to board although obviously the airline knew about this problem in advance The ground personnel were not very helpful except to offer us a free lunch. We finally located the restaurant where this so-called free lunch was available. They offered a choice of two cheap sausages or frozen pizza inferior to what you could buy at the supermarket. The drinks for bottled spritzers with artificial flavors like lemon and orange. The calls for the delay was never explained to us. The in-flight service and food were inferior and mediocre at best. This was a disappointing experience.,0
PHL-LAX and LAX-PHL - 6/15/2012 and 6/18/2012 - Check in was fast and the plane itself is great. Love the back seat TV and headphones. Headphones you can buy for $2.00 and they come in blue silver and pink. My girls loved them. The main complaint I have about this airline is that on both trips the flight attendants were rude and unfriendly. Very bad customer service! They should have better schooling for their attendants. This is the first and probable the last time I would travel with them if they don't correct this. Southwest is usually what I fly and their flight attendants are awesome.,0
I travel with them at least once a month either in Business or Economy class. Their inflight service attitude is normally above standard and while airline meals are what they are MH catering is tasty and ok for regional flights. What I want to comment on is the appearance of the cabin: on many recent flights I took within the region especially on B737s the cleanliness left a lot to be desired. Any aircraft I boarded had either dirty finger or palm-prints on the overhead lockers. The way they looked it appeared to be from aircraft mechanics as they were oil/grease based prints. Nobody bothered to clean them up. Additionally the aircon vents and even overhead monitors that drop down from the ceilings on B737s all had a huge accumulation of fluff attached to them. It all gives the interior of the planes a shabby look and not representative of a 5 star airline. What prompted me to write this review was a recent domestic flight on Vietnam Airlines where the planes were spotlessly clean and looked all new even when they were not. Malaysia Airlines get it together and clean your planes properly. It is a disgrace for a 5 star airline to be so careless about hygiene.,1
SYD-WGA-SYD. Trip down on morning flight was on the larger Q400. The crew weren't present for most of the flight and were very robotic offering bare minimum service. The refreshment whilst nice was not substantial and handed out in a rushed manner. However one positive is that the crew phoned ahead for taxis due to the small size of Wagga's airport and distance from the town centre. Flight back to Sydney was on the smaller Q300. The crew were very friendly constantly making their way through the cabin to talk to passengers. The service on this flight was a stark contrast to the first flight. Both flights were on time and cabins were clean.,1
Flew HCM - Sydney on 10/4/15. Despite a full plane both the toilets in the middle section were locked and unavailable for passenger use throughout the entire flight. Apparently it is not uncommon behavior from Vietnam Airlines cabin crew to do this for reasons I am not entirely certain. Constant queues at the dirty rear toilets throughout the flight. Absolutely unprofessional and unacceptable.,0
We flew business class between LA and Bangkok round trip January 2015. Plane was A-380. Seats were very comfortable full recline so sleeping was good. Flight crew were very attentive good service and good selection of food. In the past reviews have complained of lack of English by the crew we did not find this to be a problem. Highly recommended and great value for fare paid. Only complaint was poor choice of movies and most were older films.,1
I heard last week that Southwest is the largest airline in the US now. Unfortunately I think their growth has resulted in decreased novelty and satisfaction. I do fly it on a regular basis because they service MDW from LAX but I find that the amount of space for seats is poor the wifi is the worst that I have found in the market in recent years (I work a lot on planes and SW wifi is very very slow). It is not worth looking at inflight snacks as the quality is so poor. It is now just an airline with less than average amenities.,0
Nearly got bumped off our flight from Toronto to NY Newark. Wasn't allowed to check in online. Arrived at the airport early and noticed our boarding cards had not issued seat numbers just asterisks. When we mentioned this we were then allocated seats with a new boarding card. The flight was overbooked and some people were subsequently bumped. We paid 25 dollars each way for luggage but loads of people who had brought large hand luggage were then made to check them in but for free. We felt this was very unfair.,1
MNL-CEB / CEB-MNL - Flight was on time it was pleasant nothing really special but generally OK. However we experienced a bit of inconvenience as the line for the check in counter at the terminal 3 in Manila was strangely slow. It might be due to the passenger volume but they could have done better service.,1
I used to recommend flying Delta to friends and family. I fly very often and they used to do a great job. This past time while flying they disregarded the seats that I had chosen and put me in the very back row on all of my flights. I get very bad anxiety back there and was very unhappy with this. When I kindly and calmly asked them about this they told me that you now need to pay extra in order to choose a seat ahead of time. Flights are already starting to cost a lot more so there is no way that I am going to pay extra for a seat every time that I fly. I will never fly Delta again as long as they operate this way.,0
VIE-IST-TLV-IST-HAM: Outbound flight from VIE to IST with A 330-200. Much legroom excellent food freshly squeezed juices and very tasty hot meal. Flight attendants were smiling and friendly and did a great job to complete a full service within 2hrs 45 min. Flight left on time arrived on time in IST. Smooth check-in and boarding in Vienna. Transfer at IST airport very easy. Plenty of shops and restaurants the only downside is that there was no airbridge available for the next flight to TLV. No seats available at the departure gate and very cramped. Flight from IST to TLV was excellent. Brand new A321 with personal TV on each seat. Again FA's very friendly and they served a hot meal in the middle of the night (flight was 1 hour 40 min). Return flight from TLV to IST again a very new plane flight left punctual at Ben Gurion airport FA's smiling and friendly all the time. Again a smooth transfer at IST connection to HAM. Older aircraft from IST to HAM but enough legroom even in Y- class. I have no doubt to recommend this airline. Especially the catering and the onboard meals are fresh and tasty from Turkish Do&CO. Turkish is much better than most of the European airlines. Will choose them again.,1
LHR-DEL-BKK return. First leg to Delhi (777-3ER) in the night dinner was served as well as breakfast both delicious. Flight attendants happy to help Delhi T3 is clean and modern and the transit was smooth. Second flight A321 with inflight entertainment! Again a meal and flight attendants happy to help. Return flights seemed to be even better Delhi transit again smooth meals were great small delay to LHR due to congestion at DEL but made up for it. Flight attendants were polite and again helpful. 773ER inflight entertainment is great though a little bit hit and miss! No issues with baggage would recommend.,1
Travelled to Orlando via Philly and had a bad trip due to the incompetence of US Airways. Booked for a family of 6 (4 adults and 2 children 6 and 8) and was given split seats. I was told by the staff that we should ask the people who were in the seats next to some of us if they would move to let our family stay together. Got to Philly and heard a blurb over the tannoy so I went to the desk and asked about it and was abruptly told to wait. Asked again about sitting together only to be told the same thing again at least that's standardisation for you. The return flight was worse with inconsiderate flight attendants no back of the seat screen and again had to sort ourselves out with other families. I will never ever fly with US Airways again abysmal company.,0
London Heathrow UK to Entebbe Uganda return via Addis Ababa Ethiopia and Kigali Rwanda. I left on 16 Feb and returned on 20th Feb 2014. Flight numbers ET701 ET811 ET821 and ET710. A decent long haul flight brand new aeroplane good food plenty to drink good entertainment and attentive air hosts. Not the best I've ever flown with but by no means the worst.,1
Monastir to Gatwick. The aircraft was an absolute disgrace. I was given a broken seat (6C) and the very unhelpful crew finally offered me a seat at the back. The trays were broken my armrest was falling off and the toilets were in a disgusting state. The crew are not interested in customer service. There was no milk for the coffee. If planning to travel to Tunisia do not travel by Karthago. They have no concept of customer service including the ground staff who had no courtesy to keep us informed about the 4 hour delay we had. No apology or explanation given. Had I read the other reviews on this site I would have never booked my trip to Tunisia. By far the worst experience I have ever had and my husband and I couldn''t wait to get off the plane.,0
"27 June 2014 flight LH454. I flew Lufthansa from Frankfurt to San Francisco on an A380 and it is not an experience I would like to repeat. I know flying economy is supposed to be uncomfortable and unpleasant on any airline but adding hundreds of passengers to what most other airplanes carry only compounds the misery. Space tight seats very narrow and food bland as usual for economy. What made this flight ""memorable"" were the long boarding lines and the length of time it took to get off the airplane after an 11 hour flight. I hope the A340 and the A330 airplanes stick around for a long time to come.",0
